START DATE,END DATE,START TIME,END TIME,SUBJECT
2023/11/08,2023/11/08,11:35,11:40,Passing AM
2023/11/09,2023/11/09,11:35,11:40,Passing AM
2023/11/12,2023/11/12,11:35,11:40,Passing AM
2023/11/15,2023/11/15,11:35,11:40,Passing AM
2023/11/16,2023/11/16,11:35,11:40,Passing AM
2023/11/19,2023/11/19,11:35,11:40,Passing AM
2023/11/20,2023/11/20,11:35,11:40,Passing AM
2023/11/21,2023/11/21,11:25,11:30,Passing AM
2023/11/22,2023/11/22,11:35,11:40,Passing AM
2023/11/26,2023/11/26,11:35,11:40,Passing AM
2023/11/27,2023/11/27,11:35,11:40,Passing AM
2023/11/28,2023/11/28,11:25,11:30,Passing AM
2023/11/29,2023/11/29,11:35,11:40,Passing AM
2023/11/30,2023/11/30,11:35,11:40,Passing AM
2023/12/03,2023/12/03,11:35,11:40,Passing AM
2023/12/04,2023/12/04,11:35,11:40,Passing AM
2023/12/05,2023/12/05,11:25,11:30,Passing AM
2023/12/06,2023/12/06,11:35,11:40,Passing AM
2023/12/07,2023/12/07,11:35,11:40,Passing AM
2023/12/10,2023/12/10,11:35,11:40,Passing AM
2023/12/11,2023/12/11,11:35,11:40,Passing AM
2023/12/12,2023/12/12,11:25,11:30,Passing AM
2023/12/13,2023/12/13,11:35,11:40,Passing AM
2023/12/14,2023/12/14,11:35,11:40,Passing AM
2023/12/17,2023/12/17,11:35,11:40,Passing AM
2023/12/24,2023/12/24,11:35,11:40,Passing AM
2023/12/31,2023/12/31,11:35,11:40,Passing AM
2024/01/07,2024/01/07,11:35,11:40,Passing AM
2024/01/08,2024/01/08,11:35,11:40,Passing AM
2024/01/09,2024/01/09,11:25,11:30,Passing AM
2024/01/10,2024/01/10,11:35,11:40,Passing AM
2024/01/11,2024/01/11,11:35,11:40,Passing AM
2024/01/14,2024/01/14,11:35,11:40,Passing AM
2024/01/15,2024/01/15,11:35,11:40,Passing AM
2024/01/16,2024/01/16,11:25,11:30,Passing AM
2024/01/17,2024/01/17,11:35,11:40,Passing AM
2024/01/18,2024/01/18,11:35,11:40,Passing AM
2024/01/21,2024/01/21,11:35,11:40,Passing AM
2024/01/22,2024/01/22,11:35,11:40,Passing AM
2024/01/23,2024/01/23,11:25,11:30,Passing AM
2024/01/24,2024/01/24,11:35,11:40,Passing AM
2024/01/25,2024/01/25,11:35,11:40,Passing AM
2024/01/28,2024/01/28,11:35,11:40,Passing AM
2024/01/29,2024/01/29,11:35,11:40,Passing AM
2024/01/30,2024/01/30,11:25,11:30,Passing AM
2024/01/31,2024/01/31,11:35,11:40,Passing AM
2024/02/01,2024/02/01,11:35,11:40,Passing AM
2024/02/04,2024/02/04,11:35,11:40,Passing AM
2024/02/05,2024/02/05,11:35,11:40,Passing AM
2024/02/06,2024/02/06,11:25,11:30,Passing AM
2024/02/07,2024/02/07,11:35,11:40,Passing AM
2024/02/08,2024/02/08,11:35,11:40,Passing AM
2024/02/11,2024/02/11,11:35,11:40,Passing AM
2024/02/12,2024/02/12,11:35,11:40,Passing AM
2024/02/13,2024/02/13,11:25,11:30,Passing AM
2024/02/14,2024/02/14,11:35,11:40,Passing AM
2024/02/15,2024/02/15,11:35,11:40,Passing AM
2024/02/18,2024/02/18,11:35,11:40,Passing AM
2024/02/25,2024/02/25,11:35,11:40,Passing AM
2024/02/26,2024/02/26,11:35,11:40,Passing AM
2024/02/27,2024/02/27,11:25,11:30,Passing AM
2024/02/28,2024/02/28,11:35,11:40,Passing AM
2024/02/29,2024/02/29,11:35,11:40,Passing AM
2024/03/03,2024/03/03,11:35,11:40,Passing AM
2024/03/04,2024/03/04,11:35,11:40,Passing AM
2024/03/05,2024/03/05,11:25,11:30,Passing AM
2024/03/06,2024/03/06,11:35,11:40,Passing AM
2024/03/07,2024/03/07,11:35,11:40,Passing AM
2024/03/10,2024/03/10,11:35,11:40,Passing AM
2024/03/11,2024/03/11,11:35,11:40,Passing AM
2024/03/12,2024/03/12,11:25,11:30,Passing AM
2024/03/13,2024/03/13,11:35,11:40,Passing AM
2024/03/14,2024/03/14,11:35,11:40,Passing AM
2024/03/17,2024/03/17,11:35,11:40,Passing AM
2024/03/18,2024/03/18,11:35,11:40,Passing AM
2024/03/19,2024/03/19,11:25,11:30,Passing AM
2024/03/20,2024/03/20,11:35,11:40,Passing AM
2024/03/21,2024/03/21,11:35,11:40,Passing AM
2024/03/24,2024/03/24,11:35,11:40,Passing AM
2024/03/25,2024/03/25,11:35,11:40,Passing AM
2024/03/26,2024/03/26,11:25,11:30,Passing AM
2024/03/27,2024/03/27,11:35,11:40,Passing AM
2024/03/28,2024/03/28,11:35,11:40,Passing AM
2024/03/31,2024/03/31,11:35,11:40,Passing AM
2024/04/07,2024/04/07,11:35,11:40,Passing AM
2024/04/08,2024/04/08,11:35,11:40,Passing AM
2024/04/09,2024/04/09,11:25,11:30,Passing AM
2024/04/10,2024/04/10,11:35,11:40,Passing AM
2024/04/11,2024/04/11,11:35,11:40,Passing AM
2024/04/14,2024/04/14,11:35,11:40,Passing AM
2024/04/15,2024/04/15,11:35,11:40,Passing AM
2024/04/16,2024/04/16,11:25,11:30,Passing AM
2024/04/17,2024/04/17,11:35,11:40,Passing AM
2024/04/18,2024/04/18,11:35,11:40,Passing AM
2024/04/21,2024/04/21,11:35,11:40,Passing AM
2024/04/22,2024/04/22,11:35,11:40,Passing AM
2024/04/23,2024/04/23,11:25,11:30,Passing AM
2024/04/24,2024/04/24,11:35,11:40,Passing AM
2024/04/25,2024/04/25,11:35,11:40,Passing AM
2024/04/28,2024/04/28,11:35,11:40,Passing AM
2024/04/29,2024/04/29,11:35,11:40,Passing AM
2024/04/30,2024/04/30,11:25,11:30,Passing AM
2024/05/01,2024/05/01,11:35,11:40,Passing AM
2024/05/02,2024/05/02,11:35,11:40,Passing AM
2024/05/05,2024/05/05,11:35,11:40,Passing AM
2024/05/06,2024/05/06,11:35,11:40,Passing AM
2024/05/07,2024/05/07,11:25,11:30,Passing AM
2024/05/08,2024/05/08,11:35,11:40,Passing AM
2024/05/12,2024/05/12,11:35,11:40,Passing AM
2024/05/13,2024/05/13,11:35,11:40,Passing AM
2024/05/14,2024/05/14,11:25,11:30,Passing AM
2024/05/15,2024/05/15,11:35,11:40,Passing AM
2024/05/16,2024/05/16,11:35,11:40,Passing AM
2024/05/19,2024/05/19,11:35,11:40,Passing AM
2024/05/21,2024/05/21,11:25,11:30,Passing AM
2024/05/22,2024/05/22,11:35,11:40,Passing AM
2024/05/23,2024/05/23,11:35,11:40,Passing AM
2024/05/26,2024/05/26,11:35,11:40,Passing AM
2024/05/27,2024/05/27,11:35,11:40,Passing AM
2024/05/28,2024/05/28,11:25,11:30,Passing AM
2024/05/29,2024/05/29,11:35,11:40,Passing AM
2024/05/30,2024/05/30,11:35,11:40,Passing AM
2024/06/02,2024/06/02,11:35,11:40,Passing AM
2024/06/03,2024/06/03,11:35,11:40,Passing AM
2024/06/04,2024/06/04,11:25,11:30,Passing AM
2024/06/05,2024/06/05,11:35,11:40,Passing AM
2024/06/06,2024/06/06,11:35,11:40,Passing AM
2024/06/09,2024/06/09,11:35,11:40,Passing AM
2024/06/10,2024/06/10,11:35,11:40,Passing AM
2024/06/11,2024/06/11,11:25,11:30,Passing AM
2024/06/12,2024/06/12,11:35,11:40,Passing AM
2024/06/13,2024/06/13,11:35,11:40,Passing AM
2024/06/16,2024/06/16,11:35,11:40,Passing AM
